City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Merauke,ID,2022-05-04 23:49:47,-8.4667,140.3333,81.79,75,72,9.6
297,Pevek,RU,2022-05-04 23:49:47,69.7008,170.3133,20.07,84,99,8.46
298,Altay,CN,2022-05-04 23:49:48,47.8667,88.1167,56.8,53,87,0.65
299,Andenes,NO,2022-05-04 23:49:48,69.3143,16.1194,33.78,75,0,13.8
300,Guangyuan,CN,2022-05-04 23:49:49,32.442,105.823,66.56,58,0,0.56
301,Alofi,NU,2022-05-04 23:48:59,-19.0595,-169.9187,82.29,65,32,8.05
302,Bermejo,AR,2022-05-04 23:49:50,-32.8833,-68.8,64.31,45,0,3.44
303,Lamu,KE,2022-05-04 23:49:50,-2.2717,40.902,79.03,83,96,16.04
304,Dhanwar,IN,2022-05-04 23:49:51,24.4167,85.9833,78.73,63,34,7.14
305,Xianshuigu,CN,2022-05-04 23:49:51,38.985,117.3828,73.4,46,0,6.71
306,Oussouye,SN,2022-05-04 23:49:52,12.485,-16.5469,73.58,69,3,9.04
307,Mitu,CO,2022-05-04 23:49:53,1.1983,-70.1733,73.74,97,97,1.39
308,Havoysund,NO,2022-05-04 23:49:53,70.9963,24.6622,25.03,74,96,6.64
309,Margate,GB,2022-05-04 23:49:54,51.3813,1.3862,53.69,91,57,5.01
310,Plouzane,FR,2022-05-04 23:49:54,48.3833,-4.6167,53.92,97,100,4.61
311,Klamath Falls,US,2022-05-04 23:45:12,42.2249,-121.7817,77.49,20,0,4.61
312,Nalchiti,BD,2022-05-04 23:49:55,22.6333,90.2833,78.24,87,43,3.67
313,Xining,CN,2022-05-04 23:49:55,36.6167,101.7667,54.73,33,2,2.95
314,Pangnirtung,CA,2022-05-04 23:49:56,66.1451,-65.7125,10.98,96,98,2.01
315,Yozgat,TR,2022-05-04 23:49:56,39.5833,35.3333,45.84,88,100,9.1
316,Mount Gambier,AU,2022-05-04 23:49:57,-37.8333,140.7667,46.31,93,100,8.05
317,Churapcha,RU,2022-05-04 23:49:58,62.0025,132.4325,33.73,99,100,4.7
318,Kirakira,SB,2022-05-04 23:49:58,-10.4544,161.9205,84.88,68,15,5.79
319,Srednekolymsk,RU,2022-05-04 23:49:59,67.45,153.6833,32.97,98,100,0.34
320,Buala,SB,2022-05-04 23:49:59,-8.145,159.5921,84.15,71,42,4.47
321,Hasaki,JP,2022-05-04 23:50:00,35.7333,140.8333,68.4,73,88,11.1
322,Mucurapo,TT,2022-05-04 23:50:00,10.6667,-61.5333,81.12,72,94,1.01
323,Martapura,ID,2022-05-04 23:50:01,-3.4167,114.85,77.09,94,100,4.61
324,Puerto Carreno,CO,2022-05-04 23:50:01,6.189,-67.4859,89.58,58,40,1.14
325,Sayyan,YE,2022-05-04 23:50:02,15.1718,44.3244,63.48,33,0,2.26
326,Menongue,AO,2022-05-04 23:50:02,-14.6585,17.691,55.09,71,2,3.22
327,Coria,ES,2022-05-04 23:50:04,39.9879,-6.5377,59.45,66,37,3.31
328,Kamenka,RU,2022-05-04 23:51:04,51.3223,42.7678,45.64,82,100,13.04
329,Dilla,ET,2022-05-04 23:51:05,6.41,38.31,59.43,91,41,3.85
330,Colina,BR,2022-05-04 23:51:05,-20.7133,-48.5408,57.7,68,80,1.95
331,Taltal,CL,2022-05-04 23:51:06,-25.4,-70.4833,62.2,79,32,3.58
332,Burns Lake,CA,2022-05-04 23:51:06,54.2331,-125.7533,45.82,39,100,9.73
333,Verkhoyansk,RU,2022-05-04 23:51:07,67.5447,133.385,27.18,89,99,4.43
334,Matara,LK,2022-05-04 23:51:07,5.9485,80.5353,79.2,86,100,10.6
335,Ayan,RU,2022-05-04 23:51:08,56.45,138.1667,31.17,97,100,5.82
336,Boende,CD,2022-05-04 23:51:09,-0.2167,20.8667,71.89,95,78,2.62
337,Palmer,US,2022-05-04 23:49:19,42.1584,-72.3287,55.92,88,100,3.44
338,Oktyabrskiy,RU,2022-05-04 23:51:09,54.4815,53.471,47.84,85,82,5.01
339,Maningrida,AU,2022-05-04 23:51:10,-12.0667,134.2667,83.08,69,27,10.16
340,Bauta,CU,2022-05-04 23:50:27,22.9828,-82.5464,82.53,61,47,4.16
341,Camacha,PT,2022-05-04 23:51:11,33.0833,-16.3333,60.22,72,75,11.5
342,Bulungu,CD,2022-05-04 23:51:11,-4.55,18.6,72.0,84,60,2.53
343,Fairbanks,US,2022-05-04 23:51:12,64.8378,-147.7164,55.74,37,0,9.22
344,Eyl,SO,2022-05-04 23:51:12,7.9803,49.8164,84.92,73,99,4.79
345,Thompson,CA,2022-05-04 23:51:13,55.7435,-97.8558,32.16,64,100,4.61
346,Ostrovnoy,RU,2022-05-04 23:51:13,68.0531,39.5131,18.12,88,84,14.79
347,Havelock,US,2022-05-04 23:47:47,34.8791,-76.9013,75.2,87,0,14.97
348,Limbang,MY,2022-05-04 23:51:14,4.75,115.0,80.71,94,100,1.19
349,Gushikawa,JP,2022-05-04 23:51:14,26.3544,127.8686,72.63,94,75,13.8
350,Talnakh,RU,2022-05-04 23:51:15,69.4865,88.3972,34.21,97,100,24.14
351,Partapur,IN,2022-05-04 23:50:27,23.6,74.1667,82.63,44,0,7.27
352,Gizo,SB,2022-05-04 23:51:16,-8.103,156.8419,85.51,62,66,7.2
353,Buta,CD,2022-05-04 23:51:16,2.7858,24.73,71.73,91,88,1.39
354,Namtsy,RU,2022-05-04 23:51:17,62.7161,129.6658,34.14,100,100,5.97
355,San Cristobal,VE,2022-05-04 23:51:17,7.7669,-72.225,77.18,78,96,2.08
356,Emerald,AU,2022-05-04 23:51:18,-23.5333,148.1667,71.74,83,100,6.91
357,Chokurdakh,RU,2022-05-04 23:47:00,70.6333,147.9167,19.99,84,90,3.56
358,Komsomolskiy,UZ,2022-05-04 23:47:04,40.4272,71.7189,66.92,68,20,4.7
359,Kichera,RU,2022-05-04 23:51:19,55.9375,110.0997,32.11,72,85,3.49
360,Naco,MX,2022-05-04 23:51:20,31.3347,-109.9483,82.8,10,0,17.98
361,Muli,MV,2022-05-04 23:51:20,2.9167,73.5667,82.26,68,99,13.96
362,Jumla,NP,2022-05-04 23:51:21,29.2747,82.1838,50.59,86,71,3.0
363,Geraldton,AU,2022-05-04 23:47:31,-28.7667,114.6,59.41,55,2,21.85
364,Bad Driburg,DE,2022-05-04 23:51:22,51.7333,9.0167,47.75,80,18,1.99
365,Yakeshi,CN,2022-05-04 23:51:22,49.2833,120.7333,49.62,47,100,10.0
366,Sicamous,CA,2022-05-04 23:51:23,50.8331,-118.9856,59.97,69,100,2.95
367,Haimen,CN,2022-05-04 23:51:23,23.1935,116.6142,69.69,75,100,7.25
368,Khomutovo,RU,2022-05-04 23:51:24,52.4658,104.4025,38.01,66,79,14.12
369,Santa Maria,BR,2022-05-04 23:51:24,-29.6842,-53.8069,65.5,77,75,5.75
370,Kruisfontein,ZA,2022-05-04 23:51:25,-34.0033,24.7314,58.89,91,55,5.21
371,Nara,JP,2022-05-04 23:51:26,34.6851,135.8049,67.96,45,98,0.45
372,Kineta,GR,2022-05-04 23:51:26,37.9709,23.2183,59.61,81,29,3.71
373,Micomeseng,GQ,2022-05-04 23:52:27,2.1462,10.6164,69.24,99,100,1.1
374,Khalkhal,IR,2022-05-04 23:52:27,37.6189,48.5258,50.32,75,40,6.13
375,Dingle,PH,2022-05-04 23:52:28,10.9995,122.6711,83.62,72,99,10.63
376,Sioux Lookout,CA,2022-05-04 23:52:28,50.1001,-91.917,57.27,33,20,4.61
377,Dekar,BW,2022-05-04 23:52:29,-21.5333,21.9333,58.08,44,0,5.19
378,Salalah,OM,2022-05-04 23:52:29,17.0151,54.0924,80.04,79,0,2.17
379,La Rochelle,FR,2022-05-04 23:50:10,46.1667,-1.15,53.67,87,0,5.75
380,Kavaratti,IN,2022-05-04 23:52:30,10.5669,72.642,85.19,71,95,14.41
381,Santiago Del Estero,AR,2022-05-04 23:52:31,-27.7951,-64.2615,60.31,38,0,6.11
382,Oxelosund,SE,2022-05-04 23:52:31,58.6706,17.1015,48.58,53,0,11.5
383,Lukuledi,TZ,2022-05-04 23:52:32,-10.5667,38.8,68.65,88,89,3.22
384,Fort Nelson,CA,2022-05-04 23:52:31,58.8053,-122.7002,56.79,26,40,9.22
385,Carauari,BR,2022-05-04 23:52:33,-4.8828,-66.8958,73.85,98,68,3.13
386,Vardo,NO,2022-05-04 23:52:33,70.3705,31.1107,28.49,61,100,9.98
387,San Patricio,US,2022-05-04 23:52:34,28.017,-97.5169,84.54,70,15,19.64
388,Santa Fe,AR,2022-05-04 23:50:55,-31.6333,-60.7,61.02,78,7,1.99
389,Kununurra,AU,2022-05-04 23:52:34,-15.7667,128.7333,84.18,39,20,11.5
390,Banda Aceh,ID,2022-05-04 23:52:35,5.5577,95.3222,79.95,81,100,9.57
391,Juneau,US,2022-05-04 23:52:13,58.3019,-134.4197,44.6,95,100,16.11
392,Akyab,MM,2022-05-04 23:52:36,20.15,92.9,78.4,70,4,6.11
393,Dustlik,UZ,2022-05-04 23:52:36,40.5247,68.0358,64.44,79,74,5.12
394,Zverinogolovskoye,RU,2022-05-04 23:52:37,54.4586,64.8542,47.17,44,12,7.02
395,Otradnoye,RU,2022-05-04 23:52:37,59.7775,30.8181,37.87,75,25,5.84
396,Panipat,IN,2022-05-04 23:52:38,29.3889,76.9681,76.06,56,7,6.31
397,Cap-Aux-Meules,CA,2022-05-04 23:50:21,47.3821,-61.8597,46.45,81,100,9.22
398,Sandakan,MY,2022-05-04 23:52:39,5.8402,118.1179,78.48,94,20,3.44
399,San Jose,US,2022-05-04 23:49:56,37.3394,-121.895,88.88,33,20,14.97
400,Neya,RU,2022-05-04 23:52:40,58.2972,43.8681,29.37,81,50,5.95
401,Corbelia,BR,2022-05-04 23:52:40,-24.7989,-53.3067,58.35,98,100,5.5
402,Tharad,IN,2022-05-04 23:52:41,24.3961,71.6267,79.59,76,0,5.5
403,Meulaboh,ID,2022-05-04 23:52:41,4.1363,96.1285,76.46,91,100,3.94
404,Sobolevo,RU,2022-05-04 23:52:42,54.4299,31.8996,31.8,60,1,4.09
405,Waidhofen,DE,2022-05-04 23:52:43,48.5833,11.3333,52.72,98,20,0.0
406,Athabasca,CA,2022-05-04 23:52:43,54.7169,-113.2854,63.01,64,100,8.99
407,Port Hardy,CA,2022-05-04 23:52:44,50.6996,-127.4199,48.38,81,100,13.8
408,Broken Hill,AU,2022-05-04 23:52:44,-31.95,141.4333,47.91,76,2,9.22
409,Pytalovo,RU,2022-05-04 23:52:45,57.0679,27.9138,31.73,64,40,4.29
410,Phonhong,LA,2022-05-04 23:52:45,18.5007,102.4166,75.13,68,62,0.89
411,Guerrero Negro,MX,2022-05-04 23:52:46,27.9769,-114.0611,64.35,62,0,18.66
412,Copiapo,CL,2022-05-04 23:52:46,-27.3667,-70.3333,63.55,67,33,3.76
413,Dunedin,NZ,2022-05-04 23:52:47,-45.8742,170.5036,62.65,59,3,2.26
414,Skibbereen,IE,2022-05-04 23:52:47,51.55,-9.2667,52.11,87,79,3.83
415,Kupang,ID,2022-05-04 23:52:48,-10.1667,123.5833,81.68,79,55,6.82
416,Huangyan,CN,2022-05-04 23:52:49,28.6478,121.2594,65.98,74,77,2.21
417,San Luis,AR,2022-05-04 23:53:50,-33.295,-66.3356,55.42,43,74,6.91
418,Tiznit,MA,2022-05-04 23:53:50,29.5833,-9.5,57.09,83,46,5.73
419,Sabha,LY,2022-05-04 23:53:51,27.0377,14.4283,75.2,19,6,18.25
420,Petropavlovsk-Kamchatskiy,RU,2022-05-04 23:53:51,53.0452,158.6483,43.39,53,0,6.71
421,Nantucket,US,2022-05-04 23:53:52,41.2835,-70.0995,55.54,98,100,6.91
422,Comodoro Rivadavia,AR,2022-05-04 23:53:18,-45.8667,-67.5,57.06,26,0,11.5
423,Saint Anthony,US,2022-05-04 23:53:53,45.0205,-93.218,64.33,41,75,5.75
424,Netivot,IL,2022-05-04 23:53:53,31.4222,34.5886,58.6,79,8,9.91
425,Sept-Iles,CA,2022-05-04 23:49:07,50.2001,-66.3821,40.05,89,75,3.44
426,Antalaha,MG,2022-05-04 23:53:54,-14.9003,50.2788,74.71,80,78,9.46
427,Mendoza,AR,2022-05-04 23:53:54,-32.8908,-68.8272,63.93,45,0,3.44
428,Oranjemund,NA,2022-05-04 23:53:55,-28.55,16.4333,63.1,55,0,3.06
429,Lahij,YE,2022-05-04 23:53:57,13.1667,44.5833,80.6,39,0,2.13
430,Kabarnet,KE,2022-05-04 23:53:57,0.4919,35.743,55.09,93,68,2.39
431,Jaru,BR,2022-05-04 23:53:58,-10.4389,-62.4664,73.85,86,99,3.67
432,Balykshi,KZ,2022-05-04 23:53:58,47.0667,51.8667,46.4,76,0,8.95
433,Iquique,CL,2022-05-04 23:53:59,-20.2208,-70.1431,64.44,68,49,0.89
434,Le Port,RE,2022-05-04 23:53:59,-20.9373,55.2919,75.25,71,10,4.92
435,Duderstadt,DE,2022-05-04 23:54:00,51.5131,10.2595,49.98,92,87,3.31
436,Bongandanga,CD,2022-05-04 23:54:00,1.5,21.05,70.41,95,70,0.6
437,Isangel,VU,2022-05-04 23:50:57,-19.55,169.2667,81.75,69,3,5.03
438,Kalmunai,LK,2022-05-04 23:54:01,7.4167,81.8167,80.56,81,2,4.88
439,Qasigiannguit,GL,2022-05-04 23:54:01,68.8193,-51.1922,9.48,95,86,3.62
440,Vadlapudi,IN,2022-05-04 23:54:02,14.3167,79.8,82.44,75,82,7.74
441,Manggar,ID,2022-05-04 23:54:02,-2.8833,108.2667,79.03,82,100,1.68
442,Innisfail,AU,2022-05-04 23:54:03,-17.5333,146.0333,78.84,76,25,5.86
443,Hearst,CA,2022-05-04 23:54:03,49.6835,-83.6665,50.25,74,95,4.56
444,Levelland,US,2022-05-04 23:54:04,33.5873,-102.378,83.19,10,100,22.17
445,Pimentel,PE,2022-05-04 23:54:05,-6.8367,-79.9342,68.29,77,0,24.16
446,Namatanai,PG,2022-05-04 23:54:05,-3.6667,152.4333,81.54,79,97,9.57
447,Verkhneyarkeyevo,RU,2022-05-04 23:54:06,55.4505,54.3145,47.57,92,96,2.53
448,Bambanglipuro,ID,2022-05-04 23:54:06,-7.95,110.2833,78.17,84,95,2.53
449,Pathein,MM,2022-05-04 23:54:07,16.7833,94.7333,80.44,75,20,2.37
450,Bafq,IR,2022-05-04 23:54:07,31.6128,55.4107,72.88,21,1,2.84
451,Swan Hill,AU,2022-05-04 23:54:08,-35.3378,143.5544,53.06,57,5,7.18
452,Bandarbeyla,SO,2022-05-04 23:54:09,9.4942,50.8122,81.7,88,45,5.08
453,Ingham,US,2022-05-04 23:54:09,42.6,-84.3833,56.17,58,0,0.0
454,Axim,GH,2022-05-04 23:54:10,4.8699,-2.2405,80.55,85,76,6.26
455,Bracciano,IT,2022-05-04 23:54:10,42.1031,12.1754,57.36,86,99,2.06
456,Mizdah,LY,2022-05-04 23:54:11,31.4451,12.9801,65.86,35,11,14.43
457,Picos,BR,2022-05-04 23:54:11,-7.0769,-41.4669,82.35,47,94,3.62
458,Westport,US,2022-05-04 23:53:27,41.1415,-73.3579,62.64,87,90,1.01
459,Arman,RU,2022-05-04 23:51:17,59.7,150.1667,37.6,74,11,3.94
460,Klaksvik,FO,2022-05-04 23:54:12,62.2266,-6.589,43.72,73,78,17.38
461,Lufilufi,WS,2022-05-04 23:54:13,-13.8745,-171.5986,87.58,71,66,4.16
462,Mehamn,NO,2022-05-04 23:54:13,71.0357,27.8492,23.58,68,100,4.61
463,Karema,TZ,2022-05-04 23:54:14,-6.8205,30.4389,68.76,75,60,6.58
464,Kurilsk,RU,2022-05-04 23:54:14,45.2333,147.8833,35.64,80,80,6.64
465,Mananara,MG,2022-05-04 23:54:15,-16.1667,49.7667,71.1,93,65,7.2
466,Mumbwa,ZM,2022-05-04 23:55:18,-14.9783,27.0619,59.34,74,31,3.89
467,Batagay,RU,2022-05-04 23:55:18,67.6333,134.6333,29.26,77,95,3.89
468,Wattegama,LK,2022-05-04 23:55:19,6.7989,81.4808,74.62,93,53,1.12
469,Kinsale,IE,2022-05-04 23:55:20,51.7075,-8.5306,51.24,87,40,10.36
470,Nsanje,MW,2022-05-04 23:55:20,-16.92,35.262,64.63,98,32,2.84
471,Jining,CN,2022-05-04 23:55:21,35.405,116.5814,72.84,39,22,14.25
472,Plettenberg Bay,ZA,2022-05-04 23:55:21,-34.0527,23.3716,62.73,86,61,3.0
473,Savannah Bight,HN,2022-05-04 23:55:22,16.45,-85.85,82.11,84,100,26.8
474,San Policarpo,PH,2022-05-04 23:55:22,12.1791,125.5072,81.52,83,99,10.0
475,Mahibadhoo,MV,2022-05-04 23:55:23,3.7833,72.9667,83.44,71,100,18.68
476,Dondo,MZ,2022-05-04 23:55:24,-19.6094,34.7431,74.71,96,70,3.87
477,Chihuahua,MX,2022-05-04 23:50:30,28.5,-106.0,84.96,6,68,12.46
478,General Pico,AR,2022-05-04 23:55:24,-35.6566,-63.7568,59.16,42,81,9.73
479,Kannur,IN,2022-05-04 23:55:25,11.8675,75.3576,78.19,88,98,3.02
480,Hokitika,NZ,2022-05-04 23:55:26,-42.7167,170.9667,61.25,76,99,2.3
481,Astara,AZ,2022-05-04 23:55:26,38.5,48.6667,52.38,93,50,2.53
482,Praia Da Vitoria,PT,2022-05-04 23:55:27,38.7333,-27.0667,62.76,88,20,10.89
483,Namibe,AO,2022-05-04 23:55:27,-15.1961,12.1522,77.81,64,15,1.97
484,Bilma,NE,2022-05-04 23:55:28,18.6853,12.9164,90.46,14,37,10.04
485,Anadyr,RU,2022-05-04 23:55:28,64.75,177.4833,28.9,74,0,6.71
486,Muzhi,RU,2022-05-04 23:55:29,65.3667,64.6667,22.64,75,13,18.19
487,Iqaluit,CA,2022-05-04 23:55:29,63.7506,-68.5145,11.93,78,20,21.85
488,Nefteyugansk,RU,2022-05-04 23:55:30,61.0998,72.6035,46.27,59,74,20.51
489,Rochegda,RU,2022-05-04 23:55:30,62.8,43.25,23.67,91,43,4.18
490,Filingue,NE,2022-05-04 23:55:31,14.3521,3.3168,90.0,11,100,5.84
491,Saeby,DK,2022-05-04 23:55:32,57.3319,10.5225,42.73,84,52,9.42
492,Alta Floresta,BR,2022-05-04 23:55:32,-9.8756,-56.0861,74.34,85,15,3.02
493,Singen,DE,2022-05-04 23:55:33,47.7594,8.8403,52.3,82,72,0.69
494,Ust-Nera,RU,2022-05-04 23:55:33,64.5667,143.2,30.51,89,96,4.99
495,Pasighat,IN,2022-05-04 23:55:34,28.0667,95.3333,69.4,77,77,2.66
496,Basoda,IN,2022-05-04 23:55:34,23.85,77.9333,84.51,21,0,9.01
497,Bogotol,RU,2022-05-04 23:55:35,56.2078,89.5342,36.88,59,0,9.15
498,Metro,ID,2022-05-04 23:55:35,-5.1131,105.3067,75.63,89,86,4.05
499,Grand Gaube,MU,2022-05-04 23:55:12,-20.0064,57.6608,78.39,76,10,8.99
500,Dongkan,CN,2022-05-04 23:55:36,33.9997,119.8308,66.36,47,0,12.82
501,Prunisor,RO,2022-05-04 23:55:36,44.6094,22.9153,48.79,91,31,4.29
502,Bengkulu,ID,2022-05-04 23:55:37,-3.8004,102.2655,75.94,86,100,3.51
503,Ormara,PK,2022-05-04 23:55:37,25.2088,64.6357,80.35,80,0,9.46
504,Bandar,ID,2022-05-04 23:55:38,2.05,99.75,75.24,89,100,1.61
505,Richards Bay,ZA,2022-05-04 23:55:39,-28.783,32.0377,64.76,93,0,3.49
506,Saint-Joseph,RE,2022-05-04 23:55:39,-21.3667,55.6167,73.78,84,25,15.35
507,Jackson,US,2022-05-04 23:53:23,42.4165,-122.8345,83.39,28,54,3.0
508,Worland,US,2022-05-04 23:55:40,44.0169,-107.9554,65.61,54,71,3.0
509,Halifax,CA,2022-05-04 23:52:51,44.6453,-63.5724,44.49,89,100,6.91
510,Sibolga,ID,2022-05-04 23:55:40,1.7427,98.7792,75.85,93,100,2.48
511,Ouegoa,NC,2022-05-04 23:55:41,-20.35,164.4333,81.68,71,14,7.52
512,Bay City,US,2022-05-04 23:51:08,43.5945,-83.8889,55.4,70,0,9.22
513,Cuajinicuilapa,MX,2022-05-04 23:56:42,16.4667,-98.4167,85.73,40,100,7.58
514,Oboyan,RU,2022-05-04 23:56:42,51.2098,36.2792,41.22,42,19,10.6
515,Takayama,JP,2022-05-04 23:56:43,36.1333,137.25,68.02,44,0,2.62
516,Muscat,OM,2022-05-04 23:55:52,23.6139,58.5922,82.35,58,0,5.77
517,Alibag,IN,2022-05-04 23:56:44,18.6411,72.8792,84.27,77,1,6.85
518,Stranda,NO,2022-05-04 23:56:44,62.3096,6.9358,48.54,89,99,11.68
519,Frome,GB,2022-05-04 23:56:45,51.2283,-2.3221,52.03,94,86,3.44
520,Pailon,BO,2022-05-04 23:56:46,-17.65,-62.75,71.28,41,8,4.32
521,Pacific Grove,US,2022-05-04 23:56:46,36.6177,-121.9166,71.38,85,23,8.01
522,Krasnoselkup,RU,2022-05-04 23:56:47,65.7,82.4667,36.99,93,100,23.02
523,Roma,US,2022-05-04 23:52:39,43.2128,-75.4557,55.96,90,100,5.01
524,Atyrau,KZ,2022-05-04 23:56:47,47.1167,51.8833,46.42,76,0,8.95
525,Aykhal,RU,2022-05-04 23:53:52,66.0,111.5,25.09,91,91,9.46
526,Callaway,US,2022-05-04 23:56:48,30.153,-85.5699,79.97,77,14,3.0
527,Aasiaat,GL,2022-05-04 23:56:49,68.7098,-52.8699,15.51,92,99,5.82
528,Buluang,PH,2022-05-04 23:56:49,13.3068,123.3425,84.51,68,66,4.59
529,Delta Del Tigre,UY,2022-05-04 23:56:50,-34.7633,-56.3853,57.31,88,0,1.01
530,Oriximina,BR,2022-05-04 23:56:50,-1.7656,-55.8661,75.38,91,76,1.66
531,College,US,2022-05-04 23:56:51,64.8569,-147.8028,55.47,34,75,9.22
532,Andapa,MG,2022-05-04 23:56:51,-14.65,49.65,64.22,96,65,3.02
533,San Carlos De Bariloche,AR,2022-05-04 23:56:52,-41.1456,-71.3082,51.55,76,20,13.8
534,Felanitx,ES,2022-05-04 23:56:52,39.4696,3.1483,63.01,74,59,20.2
535,Vila Velha,BR,2022-05-04 23:56:53,-20.3297,-40.2925,80.55,84,0,12.66
536,Gobabis,NA,2022-05-04 23:56:53,-22.45,18.9667,55.44,42,0,9.78
537,Nizhnyaya Salda,RU,2022-05-04 23:56:54,58.0776,60.7202,41.65,83,88,4.56
538,Ploufragan,FR,2022-05-04 23:56:54,48.4914,-2.7946,52.11,90,100,6.91
539,Carmelo,UY,2022-05-04 23:56:55,-33.9892,-58.2856,54.05,79,3,6.2
540,Moen,NO,2022-05-04 23:56:55,69.1304,18.6123,18.32,93,0,0.0
541,Kadoma,JP,2022-05-04 23:56:56,34.7333,135.5833,69.66,53,0,2.3
542,Ransang,PH,2022-05-04 23:56:56,8.9603,117.5828,82.51,76,100,2.71
543,La Peca,PE,2022-05-04 23:56:57,-5.6111,-78.435,70.57,82,87,3.71
544,Gornyak,RU,2022-05-04 23:56:57,50.9942,81.4661,43.63,43,96,5.91
545,Chara,RU,2022-05-04 23:56:58,56.9064,118.2631,30.2,62,94,5.08
546,Vestmannaeyjar,IS,2022-05-04 23:56:58,63.4427,-20.2734,39.16,62,99,4.99
547,Segou,ML,2022-05-04 23:56:59,13.4317,-6.2157,93.81,10,85,7.83
548,Moose Factory,CA,2022-05-04 23:57:00,51.2585,-80.6094,41.0,38,0,10.36
549,Araouane,ML,2022-05-04 23:57:00,18.9048,-3.5265,86.25,23,68,7.9
550,Bang Phae,TH,2022-05-04 23:57:01,13.6916,99.9298,81.99,88,100,3.04
551,Odienne,CI,2022-05-04 23:57:01,9.51,-7.5692,74.5,84,91,2.53
552,Campos Belos,BR,2022-05-04 23:57:02,-13.0367,-46.7717,73.47,53,12,1.14
553,Wanning,CN,2022-05-04 23:57:02,18.8003,110.3967,75.16,85,64,9.08
